userName,score,Date,content
Dewi Ambar Kristiana,2,12/22/2021 23:04,"Halo PLN.. Apa yg harus saya lakukan bila token Listrik yg sdh saya beli gagal dimasukkan? Biasa beli token di Mbanking pake No Meter.. tp wkt bertransaksi spt biasanya, transaksi ditolak krn dinyatakan nomer meter salah maka saya ganti dgn nomer ID pelanggan.. setelah sdh berhasil transaksi.. Nomer token gagal dimasukkan sdh berkali2.. Mohon pengarahannya mengingat token yg tertera di Box meter tinggal 20 sekian.. Terimakasih"
Marhamah Helma,5,12/22/2021 22:58,Saya akan membayar listrik Musalla Nurul Hidayah bukan membayar listrik rumah
cindy Febricia,1,12/22/2021 22:28,"Layanan pelanggan , pengaduan tingkat kan lagi jauh dr kata baik"
Andi Bahtiar,5,12/22/2021 21:07,PLN tetap yang terbaik
Pepey Slengean,1,12/22/2021 21:05,mahal.. beli yg 50rb bayar 51.750 isinya cmn yang rp48.543 knp juga harus ada admin 1.750 padahal ini apk dari PLN.. masih mnding beli di apk2 pulsa.. harga lebih murah.. dan isi token sama ajaa... dan yg paling gak enaknya... beli token di sini lama.. lebih dari 5menit.. di apk2 yg lain hanya hitungan detik
Umi akis,5,12/22/2021 20:59,PLN mobile mantap
ismail abubakar,5,12/22/2021 20:40,Semua kendala tentang kelistrikan bisa di atasi dgn pln mobile
RPGamers RPG,1,12/22/2021 20:04,Kenapa saya tidak bisa didownload apk nya tolong sarannya
Fajar Ramadhan,5,12/22/2021 20:04,Mantapp..pantang pulang sebelum terang..toppp lah
Toupan Jr,5,12/22/2021 19:54,aplikasinya mantap
Ipoenk 76,5,12/22/2021 19:42,sangat membantu
15.Khairurrahman,2,12/22/2021 19:10,Kenapa yah Nunggu kode reset PLN lama?
Mas brow,5,12/22/2021 19:04,Saya sangat terbantu sekali dengan adanya aplikasi pln mobile. Semoga ke depannya lebih bagus
Amdan Weh,3,12/22/2021 18:23,Sangat membantu tpi yg saya keluhi cma 1 kenapa nik ktp saya atas nama orang laen dan nik itu dapet kwh yg bersupsidi sedangkan saya mendapatkan kwh yg non bersupsidi sedankan saya orang yg kurang mampu..mohon batuanya agar nik saya tida salah lagi dipergunakan mohon bantuanya
UBAY KHAFINDAR,4,12/22/2021 17:35,"Alhamdulillah sangat membantu, walaupun ada keterlambatan"
Dwi Handoko,5,12/22/2021 16:27,Sangatlah membantu sekali dalam kemudahan bertransaksi. Good.
Uswatun Hasanah,5,12/22/2021 16:11,PLN mobile mantap Cepat dalam pelayanan
Jimmy Woeianto,3,12/22/2021 16:05,"Hallo PLN Mobile saya mau aktifkan Saldo PLN MOBILE punya susah lagi saya tunggu kode OTP punya lama dan satu Lagi Saya Mau upgrade PLN Mobile punya Sudah Sekali Tolong saya sudah Foto KTP Jelas Foto Selfi juga jelas Ko Data"" saya di Tolak Ada apa nih Tolong tingkat Kualitas lagi Terima kasih"
SYAMSUL FAZRI,5,12/22/2021 15:55,Sangat membantu terutama masalah keluhan-keluhan pelanggan cepat tersampaikan tanpa harus repot-repot datang ke kantor PLN. Serta banyak fitur lainnya
Liza Liza,5,12/22/2021 15:16,PLN mobile terbaik
LINTAS SUMATERA,5,12/22/2021 14:42,Sangat memudahkan sekali dalam pengecekan listrik rumah.. Dengan adanya aplikasi ini semoga kedepan nya nanti bisa cek meter atau sisa meter di rumah lewat aplikasi ini. Dan mohon di kasih menu cetak struk ya min... Supaya mudahkan pelanggan lain membeli dan pasang listrik dengan bukti struk.ðŸ™ðŸ™
Aulia Baby,5,12/22/2021 14:42,Dengan pln mobile ini kami sangat terbantu .
Yuna Hayuna,5,12/22/2021 14:25,"Sebenarnya untuk meteran listrik, knpa sekarang masih ada yg bisa pasang pasca bayar? Bukannya program pemerintah akan meniadakan yg meteran pasca bayar dan semua beralih ke pra bayar? Trimakasih min"
Ketut Milihana,5,12/22/2021 14:18,Apakah bisa dengan app ini saya bisa membayar tagihan listrik dengan menggunakan Id dan nomor meteran .. karena yg satu gunakan pulsa dan manual
War Udin,5,12/22/2021 14:09,Terimakasih pln mobile telah memudahkan kami berkomunikasi dengan PLN
belajar bertani,5,12/22/2021 13:59,Terimakasih telah memudahkan kami bertransaksi di apk pln mobile
mus tafa,5,12/22/2021 13:32,PLN mobile terbaik
Saiful Amri,5,12/22/2021 13:08,Aplikasai sangat membantuðŸ‘
Manik Leo,5,12/22/2021 13:00,PLN mobile sangat membantu ok
Nanda R Kurniawan,4,12/22/2021 12:58,Min ini mw bertanya..apa disini PLN mobile nya tidak ada opsi untuk penambahan data dari beberapa tagihan listrik yang lain??stidaknya bisa untuk memantau brbagai tagihan yang ada dilokasi lain jg
sancom bali,5,12/22/2021 12:19,Pln mantap pelayanannya
Mahpudin Pudin,4,12/22/2021 11:59,Bagai mana cara mencetak token PLN di aplikasi ini mohon penjelasanya
Eko Budi Purnomo,5,12/22/2021 11:17,Mudahan bisa bermanfaat
Maria Abdi,5,12/22/2021 11:04,"Mantab. Keluhan langsung direspon, diberikan solusi dan masalah selesai. Pertahankan."
made wirya,5,12/22/2021 10:58,"OK-lah setelah bisa login, apps ini ternyata lumayan lengkap fiturnya. Urus apa2 ga perlu wara wiri lagi ke kantor PLN. 1 apps untuk semua masalah kelistrikan (mulai pasang baru, rubah daya tetap/sementara, pembayaran tagihan/voucher, pelaporan dan keluhan cukup dr rumahðŸ˜) dan 1 hal lagi, follow up berkaitan dg apps ini cepat banget. Salut sama kinerja petugasnya. OTW BUMN #1 dah ini untuk best customer satisfaction kalo semua petugasnya tanggap dan cekatan spt pengalaman saya.ðŸ‘ðŸ‘"
Maria Meri,5,12/22/2021 10:55,Pln Mobile terbaik
Erik putar 085361726879Smartphone,5,12/22/2021 10:48,PLN mobile terbaik
Taruno Taruno,5,12/22/2021 10:37,Sering terjadi CT
reza maulana,5,12/22/2021 9:06,Bgus kak. Sgt bermanfaat
Christio Maki,5,12/22/2021 8:57,Mohon untuk pelayanan lewat aplikasi segera diperbaiki biar lebih maksimal pelayanannya... Saya melakukan pengaduan lewat aplikasi status suda nyala/selesai nyatanya masi belu ada satupun petugas yang datang..
DOLLY MUNAâ€™AH,1,12/22/2021 8:52,Sanget tidak memuaskan ketika masuk app ini dari sore saya input sampai tengah malam Jawaban cuman 1 Mohon ma.af sedang gangguan Ahirnya saya kirim email biasa ke cs Jadi apa guna app ini yaaaaa ?????????
Asning Hidayah,5,12/22/2021 7:44,"Sekarang bisa lebih mudah mengetahui rekening tagihan PLN lewat aplikasi ini, sangat bermanfaat sekaliðŸ‘"
Abdul Wahabi,1,12/22/2021 7:30,"""aplikasi tidak bisa bekerja di device yang telah di root""?????,, padahal Hp saya huawei mana bisa di root !!!"
Efwan Studios,3,12/22/2021 6:01,Mohon maaf.kenapa no token selalu gagal saat dimasukan.padahal baru beli.jadi listriku mati nih.mohon konfirmasinya segera..
Tama pulokulon,5,12/22/2021 5:21,Sangat terbantu dg aplikasi ini. Penangqnan keluhan cepet banget... Good job pln ðŸ™ðŸ™ðŸ™
Marthen A M Ibrahim,5,12/22/2021 2:43,Saya sngat terimakasih dengan Aplikasi ini...dan terbukti sangat membantu saya
aprijal aqmal,1,12/22/2021 0:05,Walah udah lama nunggu internet yg sari PLN tapi belum juga tersebar luas
Farhan Maulana,5,12/21/2021 23:11,Sy merasa terbantu dengan ada nya aplikasi PLN mobile semua urusan listrik jadi mudah
Renata Evasari,1,12/21/2021 22:38,Kembali lagi iconnect seperti sebelumnya sampai beberapa kali di chat jawabannya menunggu tim terkait untuk tindak lanjut 3 kali dlm sehari di chat jawabannya begitu . Jelek sekali
eko utama,2,12/21/2021 21:43,Saya baru aja bayar tagihan non taglis sambung baru via atm bni saldo udah d potong....tapi d aplikasi masih menunggu pembayaran......kira kira berhasil gk ya pembayaran ny tadi...????
CATUR NUGROHO,5,12/21/2021 20:47,PLN Luar Biasa mantap
Nama Samaran,5,12/21/2021 20:13,"Aplikasinya sudah bagus , tapi kalo bisa lebih di tingkatkan lagi aplikasinya , sy sdh bayar listrik tapi di pemberitahuan belum terlunasi."
Lalisa Manoba,2,12/21/2021 20:08,Knp saya g bisa menggunakan layanan pengaduan? Saya kira bisa mengadu permasalahan meteran saya di apk ini ehh mlh gk bisaðŸ™„ðŸ˜¤
Mas Aan,5,12/21/2021 19:50,Setelah di perbarui apk ini bekerja dgn baik dan lancar.trima kasih
Supri Yadi,5,12/21/2021 19:32,mantap selalu siap tanggap. semoga bermanfaat bagi rakyat semua
Dian Anggie,1,12/21/2021 19:01,Pengaduan belum ditangani sudah dibatalkan oleh sistemðŸ˜–ðŸ˜–ðŸ˜–ðŸ˜–ðŸ˜–. Ga membantu sama sekali
Zhaza Juniawan klau,5,12/21/2021 18:54,Sangat cepat di tangani..terima kasih PLNðŸ™ðŸ»ðŸ™ðŸ»
Syukur Perubahan Buaya,1,12/21/2021 18:42,Kok gk bisa sekarang pendaftaran kWh baru udh dua hari ini GK di coba2 gk bisa .. aplikasi nya bilang nik gk failit padahal ke marin2 bisa mohon aplikasi nya di perbaiki
bagoes dewa,5,12/21/2021 18:41,"Waktu ngisi token tiba2 mati,,terus cari info langsung download aplikasi ini,,terus kepengaduan,, reaksi nya cepat,, terimakasih"
MANSUR MANSUR,5,12/21/2021 18:34,"mksh pln,jd mudah oh y pa,a dah daftar pemasangan baru hari ni lewat plnmobile kira2 brp hari y,terpasangy mksh"
Selamat Atryanto.ng,5,12/21/2021 18:14,"Sangat baik, dan memudahkan pelanggan pln menikmati fasilitas yg di berikan oleh pln"
Ilman Abdul Rahman,5,12/21/2021 18:14,"Pengguna baru, eh udah dapet reward lagi hehe terimakasih banyak PLN Mobile ðŸ˜Š"
Yandi Priadi,5,12/21/2021 18:01,"Pelayanan bagus,"
Dina Widiyawati,1,12/21/2021 17:37,penanganan keluhanya lama....asuuu
Zuhud Purbahukama,5,12/21/2021 17:06,mempermudah Untuk Cek Tagihan Dan Pembayaran Melalui PLN Mobile
Mega Cell2,3,12/21/2021 17:01,"Kenapa ya mau kirim pengaduan gak bisa Pas saya klik pengaduan ""Mohon maaf, saat ini laporan tidak dapat dibuat"""
2MIN,5,12/21/2021 16:57,"Update datanya sedikit lambat, tagihan listrik sudah terbayar, tetapi data di aplikasi tidak langsung berubah, maunya sih langsung... Mohon diperhatikan, mau aktivasi saldo, tapi SMS OTP, gak masuk-masuk... Puas banget untuk update seperti ini. Malasnya itu sering update tapi perubahannya tak terlihat, untuk ini suka sekali, berubahbya drastis banget, seperti dapat barang baru gitu.... ui barunya rapi dan keren banget, sangat bersih tampilannya ðŸ‘ðŸ‘ðŸ‘."
Zulviana Nita,5,12/21/2021 16:56,Terimakasih PLN karena sudah membantu kami dengan layanan aplikasi Mobile ini.
Kia Akia,5,12/21/2021 16:37,Pln mobile mudah
R Nyakmat Swardi,5,12/21/2021 16:36,"Mohon maaf apa setelah di update g bisa lagi cetak bukti bayar, sy liat2 g ada menu cetak Aplikasi yg dulu ada bisa liat tagihan sebelum nya yg sudah dibayar malahan bisa diliat tren nya naik atau turun Menurut aplikasi ini hasil update ada chat nya, kok.g.liat y Mohon penjelasannya"
Arif Maulidar,1,12/21/2021 16:35,"Susah mau daftar akun aja susah,"
Dwi Rahmanto,5,12/21/2021 15:47,"Baru nyoba, semoga bermanfaat. Untuk saat ini masih lancar digunakan aplikasinya"
Al Fathan,5,12/21/2021 15:42,Sangat berguna
Ahmad Nasai,5,12/21/2021 15:21,"Bagus dalam rangka peningkatan pelayanan.pln harus bebas korupsi,kolusi,nepotisme selama masih ada praktik kotor kkn maka pln tidak akan maju.sampai kapanpun.lihat kantor pos sebagai perumpaan perusahaan bumn yg sulit maju karena karyawannya banyak yg titipan.dan masih berjiwa menak.bukan jiwa pelayan.tidak mengedepankan kepuasan bagi pelanggan."
Dian Muhadi,5,12/21/2021 14:48,Yuk pake referal ku DUE660
Yunny Lola,5,12/21/2021 14:30,Aplikasi sangat baikk
Tri Mangestiani,1,12/21/2021 14:22,"Kecewa bgt pake aplikasi ini daftar pake email gk bisa pake nomer hp gk bisa,trus bisa ny pakai apa?"
Aher yuhelis,4,12/21/2021 12:58,Mantap pelayanan cepat kasi bintang 4 dulu
Joey,5,12/21/2021 12:56,Apakah benar PLN MOBILE memberikan hadiah kepada pelanggan melalui SMS. Karena beberapa hari kemarin saya mendapatkan SMS dari pln mobile menyatakan nomor hape saya mendapatkan hadiah.
Grimaldy Onassis,2,12/21/2021 12:52,Team IT yg bikin aplikasi masih belum canggih.butuh banyak perubahan melengkapi
Avenzoar,1,12/21/2021 11:50,"Aolikasi Gak kebuka, gak guna"
Rohana Blc,5,12/21/2021 11:38,PLN mobile terbaik
Junaidi Junaidi,3,12/21/2021 11:38,Saya baru beli token kok saldo token tidak nambah kenapa
Diah Diah,5,12/21/2021 11:38,sangat membantu
Nggin Rulians,2,12/21/2021 11:25,. minta pngecekan instalasi di nomor center pln suruh pake apk ini . selesai pasang apk ini ajuan malah di cancel oleh pln nyaðŸ™„ðŸ™„ðŸ™„
Youni Ibr,2,12/21/2021 11:03,"Seeing error. utk penambahan day baru aja, baru berhasil 3 hari.."
Farida Hanum,5,12/21/2021 10:55,PLN mobile terbaik
Husni Yati,5,12/21/2021 9:41,Pln mobile terbaik
Muhammad Mirza,2,12/21/2021 9:40,Buat laporan keluhan tidak bisa dari kemaren. Apa memang tidak bisa laopran pakai aplikasi ?
Ikram Sing,5,12/21/2021 9:19,Pln mobile mudah
Musliadi Saul,5,12/21/2021 8:54,Sangat berguna
Dodi Gunawan,5,12/21/2021 8:20,"Sangat luar biasa. Di era digitalisasi smua akan lbih mudah, transparan,dan lbih hemat"
Yusuf Yani,5,12/21/2021 8:14,"Trimakasih PLN, kini ""bagaikan jari dengan kuku. Berkat aplikasi ini sy merasa sangat dekat dengan PLN. ðŸ™ðŸ’ŸðŸ™ nb; tolong untuk fasilitas selfienya, camera mestinya multi, depan belakang mempermudah bagi yg hpnya trouble. TerimakasihðŸ™"
garuda saktixxv,1,12/21/2021 7:50,"Kok jam kerja oegawai PLN lama ya... Masuk kerja mulai jam 8.30/09.00 Kok bsa gtu ya.. Enak kali lah law kyak gini,, mana digaji dri uang rakyat, masuk kerja lama kali. Gimana mau bener dn beres negara ini ya,, kalau masih ada jga pegawai/bumn/bumd yg kerjanya sukak2 hati sprti ini ya....."
Kayana Id,5,12/21/2021 7:26,Menjadi solusi masalah kelistrikan..josss
lulus winantoro,5,12/21/2021 6:51,Bgm cara minta no kct token utk meregritasi ulang...krn yg bs hanya org2 tertentu ...
Mona Yulia Zulfa,5,12/21/2021 6:50,Mudah dan murah
Muhammad Arisal,5,12/21/2021 6:20,"Sangat membantu sekali dgn adanya aplikasi PLN, apakah id pln bisa digunakan utk beberapa idpel?"
Khaerun Nisa,5,12/21/2021 5:59,"Bagus, dengan pengaduan di aplikasi ini, oetugas pln langsung merespon cepat. Aplikasinya bagus, lengkap untuk tokennya juga ada yg rp 5000,- membantu sekali."
Hadiyanto Nour,2,12/21/2021 4:57,"Konsultasi gangguan tidak menyelesaikan masalah, berbelit-belit panjang kali lebar dan ujung-ujungnya tidak menyelesaikan masalah."
Amelia Handayani,4,12/21/2021 1:26,Semoga bisa membantu rakyat kecil.
sukronmamun ujang,5,12/21/2021 0:29,Sangat membantu mantul dah aplikasi pln
Kedai pizza Joeragan,2,12/20/2021 22:24,Naik daya dr B1 1300va ke B1 2200va eh dikasihnya R1 2200va. Ya mahal donk. Piye sih PLN ni main rubah golongan seenaknya aja. Terpaksa rubah lg dr R1 ke B1. Bikin repot. Mana ngurusnya berbelit2.
Sugi Yanto,5,12/20/2021 22:01,"Pelayanan dan respon cepat, terimakasih PLN"
Zallu Dwiguna,1,12/20/2021 21:23,saya sudah mengajukan pengaduan sejak tgl 19 sampai saat ini ga ada respon sama sekali
Teguh Dwi Prastyo,5,12/20/2021 21:08,"Bagaimana caranya isi token dari aplikasi pln mobile, saya cari2 ko ga ada ya"
Heri doank Heri,5,12/20/2021 20:45,sangat memuaskan
hilarius sudi,4,12/20/2021 20:18,Informasi cukup jelas
Rima Anisa,1,12/20/2021 19:50,Maaf ya pak ini kami selalu bayar listrik ngk perna nungak tp kenapa selalu di tagih trz
Zainal Arifin,3,12/20/2021 19:18,"Tdk ada sms masuk yg berisi kode otp aktivasi saldo. Update#sdh tak coba masukannya nmn tak berhasil di android 12,xx xiaomi note 9"
Test Selaludihati,5,12/20/2021 19:00,Pln terbaik
veei sirait,5,12/20/2021 18:48,tolong di tingkat lagi respon nya ke pelanggan.supa aplikasi ini tambah ngebantu pelanggan nya
Zi Kri,5,12/20/2021 18:16,PLN mobile mudah
Kori 12341,1,12/20/2021 17:46,"Ini saya pasang baru udah selesai pembayaran kok tiba"" dibatalkan tanpa ada keterangan ?? Uang juga tidak kembalii?? Mau ajukan klomplain di apk tidak bisa?? Terus uang saya gimana??"
Tris Manto,5,12/20/2021 17:44,Untuk semetara ini membantu.
Thobiby Qolby,5,12/20/2021 17:09,Oke Lah Kalo Begitu!
Fals Oking,5,12/20/2021 16:46,"Sangat membantu,dan memudahkan,tp tolong metode pembayarannya di perbanyak lg,alfamart sma indomart kalau bisa di masukin dalam metode pembayarannya biar lebih mudah bayarnya...tanks"
Zainal Izun,1,12/20/2021 16:46,Lampu padam mulai jam 8 pagi ampe jam 5 sore belum nyala...telfon 123 ampe 4Ã— g ada petugas yang dateng...lewat aplikasi pln mobile status sudah selesai perbaikan...tapi kenyataanya gak ada petugas yang dateng.....kecewa banget....
Rony Hapysanjaya,1,12/20/2021 16:37,"Pelayananya malah tambah ribet.. Sudah laporan sejak pagi tadi jam 9, jikalo listrik rumah padam dikarenakan travo sekitar meletup.. namun tak kunjung datang pula petugasnya.. lelet sekali.."
Tri Heriyanto,5,12/20/2021 16:22,"Info buat teman yg mau mengajukan pengaduan. Percuma lewat live chat atau email, langsung telfon 123 baru ada tindak lanjut. Pengaduan tdk bisa mengisi token pd kwh meter.."
Ach Hairudin,2,12/20/2021 16:19,Kurang suka sama pelayanannya yg lama apa lagi kalau mengajukan pengaduan bisa nunggu sampek 1 jam lebih
fiqih alhusni,1,12/20/2021 16:08,"Ikut HLN76 sampe skrg tambh daya belum terealisasi, klo baca chat/ulasan dibawah ini/sebelumnya, kayaknya budaya PT PLN perlu diperbaiki seperti kondisi PT KAI yg semakin hari semakin baik, bravo PT KAIðŸ‘,,,,"
FAST Bontang,1,12/20/2021 16:04,Sudah mantap aplikasinya
Fahril Puna,5,12/20/2021 16:01,PLN mobile terbaik
Muzak Kir,5,12/20/2021 15:57,PLN mobile terbaik
MazMa Store,3,12/20/2021 15:41,"Kekurangan aplikasi ini adalah.. tidak ada bukti ketika keluhan benar"" selesai. seperti misalnya ketika ada keluhan pelanggan, trus petugas ke lapangan untuk mengecek, ketika selesai petugas wajib upload foto tanda bahwa keluhan sudah selesai diperbaiki. dan itu berlaku juga untuk pemasangan baru dll. Terima Kasih"
Zahratul Hikmah,5,12/20/2021 15:35,Pln mobile terbaik
Yu Ni,5,12/20/2021 15:31,Pln mobile terbaik
Michael Kabahing,3,12/20/2021 15:26,Kenapa saya tidak bisa download?
M. Irham,5,12/20/2021 15:18,"Saldo refund hanya ada tombol withdraw, knp tdk ada tombol depositenya mind?ðŸ¤”"
Bang Yos,5,12/20/2021 15:16,Mantap dahhh Lanjutkan...
Yuni Endriyati,5,12/20/2021 15:16,Penurunan daya dari 2200 ke daya 1300
khaira ibrahim,5,12/20/2021 15:07,PLN mobile terbaik
Andi Arianto,5,12/20/2021 14:24,"Respon nya cepat, gitu buat aduan via aplikasi ga lama langsung ditelpon petugas"
cekgrep cekgrep,5,12/20/2021 14:22,PLN mobile terbaik
Dimas Back,5,12/20/2021 14:15,Pln mobile luar biasa sangat membantu pelanggan dalam mengatasi masalah kelistrikan
sri wahyuni,5,12/20/2021 13:58,PLN mobile mudah
PRIYO WIBOWO,5,12/20/2021 13:18,"Alhamdulila call center sudah bantu,.terimakasih"
Hermawan Triwahyono,5,12/20/2021 13:17,"Bagus...sangat membantu, Semua jdi lebih mudah... Semoga kedepan PLN selalu memberikan pelayanan yg terbaik untuk pelanggannya... Trima kasih PLN"
Putri Arlinda,5,12/20/2021 13:17,Semoga bermanfaat bagi rakyat Indonesia
Halim Kurniawan,5,12/20/2021 12:29,"Petugas nya gesit, kaya motor gesitðŸ˜€ðŸ˜€ðŸ˜€"
Prie Yanto,5,12/20/2021 12:22,"Blm pernah pakai, tapi mau tanya cara lapor meter bulanan (langganan) bgmn ?"
Arie Abdjul,3,12/20/2021 12:09,Kasih 3â­â­â­ dulu soalnya aku blum tahu bgm ttg apl..ini.ya..ðŸ™ðŸ™
choirul dodik,3,12/20/2021 11:39,Kok lemot untuk verikasi akun harus nunggu 3 hari kerja baru ada kepastian
neng sri,3,12/20/2021 11:36,Menurutku sih bagusan aplikasi pln mobile yg dulu.yg logonya warna kuning
Rahmad Din Yunus,5,12/20/2021 11:36,Sepertinya aplikasi ini sangat bagus dan bisa membantu saya dalam kelistrikan baik pembayaran maupun pembelian token listrik. Saya tunggu untuk menggunakan nya sampai selesai aktivasi akun nya.
Dewi Murni,5,12/20/2021 11:25,Sangat membantu
hendra ratyas,4,12/20/2021 11:12,Semoga dapat memberikan pelayanan terbaik untuk pelanggan
Dedie Share,5,12/20/2021 11:07,"Sampai saat ini masih lancar, dan mudah digunakan."
Maskur ung,5,12/20/2021 10:54,"Terimakasih,sudah di survai,dan terimakasi,petugas ramah"
sutrisno eka,3,12/20/2021 10:47,"Saya tidak bisa memasukkan id pelanggan saya ""eror data tidak ditemukan"" apa yg terjadi... padahal id itu yg saya pakai tiap bulan untuk bayar tagihan, Mohon diupdate data pelanggan nya"
Ari Syp,5,12/20/2021 10:34,"Sangat membantu dalam setiap keluhan, semoga menjadi lebih baik lagi"
Elama Tri,1,12/20/2021 10:26,"Aplikasinya bermasalah, masa pas mau ngisi data malah ""kesalahan V003"" mulu"
toto marcell,5,12/20/2021 10:09,murah top pln ðŸ‘
Siti Abdullah,5,12/20/2021 9:52,Trimakasih pln mobile aplikasi yg sangat membantu kami
anwar effendi,1,12/20/2021 9:46,"Aplikasi tdk berfungsi, ID pelanggan tdk diterima, pilihan provinsi tdk berfungsi"
farhan arfani,5,12/20/2021 9:45,Sangat membantu sekali. Dengan adanya aplikasi PLN mobile saya bisa mendapatkan banyak sekali fitur. Saya bisa monitoring riwayat pembayaran sampai pengaduan online tanpa harus dateng langsung ke kantor ataupun menghubungi lewat telepon yang membutuhkan pulsa. Dan juga lebih mudah penggunaannya bisa multi user id pelanggannya. Terima kasih PLN. Saya mengharapkan yang terbaik kedepannya. Tetap beri pelayanan yang baik dan ramah. Salam
Dewa Lebah,5,12/20/2021 9:41,Cepat pelayanan nya baik
ARY MATHIAS DAUD,5,12/20/2021 9:39,Aplikasi yg bermanfaat
14. Mochammad Beryl Priatama,5,12/20/2021 9:24,Bagaiman cara mendapatkan hadiah?
akhmad didik aringga,5,12/20/2021 9:10,Aplikasi baguss buat bayar listrik sudah bisa pakai aplikasi jadi gak perlu kemana-kemana...
Eka Ef,5,12/20/2021 8:01,"Pagi pak saya izin bertanya kenapa ya meteran ada tulisan periksa, bagaimana cara mengatasinya, terimakasih"
sumiswanto Bokep,5,12/20/2021 8:00,Sy uda mencoba ...mengatasi permasalahan...tentang ganguan listrik pintar ..alhasil.mendapat respon yg baik.melalui pln mobil
bernandosilalahi 2607,5,12/20/2021 7:08,Setiap pengaduan ditanggapi dan direspon dengan cepat.
Edy susilo,5,12/20/2021 6:55,Mantap tanggap dan cepat dalam menangani masalah
difidi production,5,12/20/2021 6:53,"Kenapa pada tgl 20 Desember 2021 jam 06.44 WIB, sy buka aplikasi mobile pln dan coba fitur yg ada tapi loading terus, dan ada notifikasi ""mohon tunggu"" lama sekali loadingnya, setelah itu ada notif V003. Lalu sy coba fitur Tambah Daya juga sama loading terus dan ada notif V003. Sy coba fitur lainnya Tambah Id Pelanggan juga sama V003. Sy coba uninstal dan instal ulang apk mobile pln, tapi tetap masih loading tiap fiturnya. Jadi tidak bisa berfungsi normal, hanya bisa di tonton saja apk ini :)"
Malasari Rw.002,1,12/20/2021 6:04,Pa tolong ada pohon bambu tumbang.di Rw 02 Rt 04 kp Bbk cianjur Desa Malasari kec cimaung Bandung
su'ali agung,5,12/19/2021 23:09,Dengan aplikasi ini sangat banyak membantu
Sri Santi Wahyuni,5,12/19/2021 22:00,Sangat membantu terutama pd gangguan kelistrikan.
muhammad devi surianto,5,12/19/2021 21:03,Good banget dah PLN
Elice Luph,5,12/19/2021 21:02,cepat tanggap ... Keren PLN . Terimakasih.
Hanifan Arfan (Hanif),1,12/19/2021 20:31,Kenapa pengaduan saya lama banget udah 1 jam lebih tidak ada tindakan
PERKASA BSL,5,12/19/2021 20:16,Sangat tanggap..dan cepat respon
Muhammad Alfath Alfath,5,12/19/2021 19:47,"Sangat membantu,cepat,tanggap,"
Purwos Purwos,4,12/19/2021 18:47,"Alhamdulillah terbantu sekali, ketika listrik di lingkungan saya hanya 5 rumah yg padam dr pagi setelah saya hubungi lewat PLN mobile petugas dateng dan langsung di tangai sesaat lampu nyala lagi. Di sekolah pun ketika mo ujian ANBK listrik d sekolah saya bermasalah setelah saya hubungi PLN mobile petugas datang dan listrik nyala kami bisa melaksanakan ujian dgn tenang. Terimakasih PLN mobile"
Yud Gun,1,12/19/2021 18:31,"Waw terima kasih pln sudah menghapus ulasan saya, padahal sy mengeluh tentang tidak bertanggung jawabnya petugas anda loh, hebat mainnya.. hapus ulasan demi menghilangkan jejak, nice move bro.."
Adamkamil Kamil,5,12/19/2021 18:19,PLN mobile terbaik
Dedy Irawan,5,12/19/2021 17:49,"Aplikasi ini memang membantu tp, khusus ditempat kami ni di Kel. Terawas, Kec. Stl Ulu Terawas, Kab. Musi Rawas, Prov. Sumatera Selatan.. petugas PLN nya byk yg bobrok cz susah dihubungi bila kami mengalami permasalahan walaupun sudah melapor ke Aplikasi ini.. Tolong jangan hny pelayanan aplikasinya yg dibagusin tp, manusianya juga diperbaiki mentalnya dalam MELAYANI dan bukan minta DILAYANI sampe harus kayak nyembah kalau mau mnt bantu perbaikan dalam permasalahan yg kami alami. Trims"
Juventa Putri,1,12/19/2021 17:36,sama sekali tidak berfungsi untuk melakukan pembayaran melalui go-pay payahhh....
Bambang Suryanto,5,12/19/2021 17:19,Pelayanan mantap
Arrifqi Azrial Alam-178,1,12/19/2021 16:47,Saya ingin mengirim pengaduan selalu tidak bisa terkirim. Padahal saya disuruh make data seluler tetap gk bisa. Ampas kali aplikasi ini. Masak saya harus telpon make pulsa terus?
Heri Iswara,5,12/19/2021 16:47,Dengan hadirnya PLN Mobile kita jadi mudah mengontrol dan mengetahui tentang kelistrikan yang jadi kebutuhan pokok kita setiap hari
Lepina Runtulalo,5,12/19/2021 16:29,Pelayanan bagi pelangan sangat memuaskan karena terus merespon apabila kami membutuhkan pelayanan ketika listrik padam baik kejadian di rumah pribadi maupun ketika di instansi dimana saya melaksanakan tugas.Ketika pun diberitahu sesuai permasalahan yg kami alami berkaitan mengenai listrik padam dgn cekatan mampu menjawab harap kami konsumen.Para petugas pun melayani dgn ramah sigap dan merespon dgn cepat apa yg kami keluhkan dengan waktu yang tidak terlalu lama langsung dapat di atasi dgn baik
HARIANSYAH 22,1,12/19/2021 16:28,"Saya sangat kecewa dengan pelayanan disaat ada gangguan WiFi karena tidak ada tanggapan selama 4 hari dari pihak pelayanan untuk gangguan jaringan wifi, paket WiFi 1 bulan sudah bayar tidak Nunggak, kenapa malah tidak ada internet ?bagaimana ni solusinya saya sudah chat di nomor wa iconnet nya tetapi tidak dibalas balas selama beberapa hari ini"
Doel Ponzel,4,12/19/2021 16:27,Jadi makin mudah
